FIGHTER1,FIGHTER2,WINNER,RATING1_BEFORE,RATING2_BEFORE,RATING1_AFTER,RATING2_AFTER,EVENT,DATE,TIME_FORMAT,ROUND,TIMESTAMP,FIGHTER1_OUTCOME,FIGHTER2_OUTCOME,TOTAL_TIME_MINUTES,TOTAL_TIME_SECONDS
Henrique da Silva,Jordan Johnson,Jordan Johnson,1535.1077658147321,1500.0,1485.5760072739233,1549.5317585408088,UFC on FOX: Shevchenko vs. Pena,2017-01-28,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Eric Spicely,Alessio Di Chirico,Eric Spicely,1518.6636001033391,1475.9372229608591,1553.769192336313,1440.8316307278853,UFC on FOX: Shevchenko vs. Pena,2017-01-28,3 Rnd (5-5-5),1,2:14,1,0,2.2333333333333334,134.0
Marcos Rogerio de Lima,Jeremy Kimball,Marcos Rogerio de Lima,1522.2003271751535,1500.0,1564.328838613995,1457.8714885611585,UFC on FOX: Shevchenko vs. Pena,2017-01-28,3 Rnd (5-5-5),1,2:27,1,0,2.45,147.0
Alexandre Pantoja,Eric Shelton,Alexandre Pantoja,1500.0,1500.0,1520.0,1480.0,UFC on FOX: Shevchenko vs. Pena,2017-01-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Raphael Assuncao,Aljamain Sterling,Raphael Assuncao,1680.7541881262368,1640.095220384148,1698.4242961102734,1622.4251124001114,UFC on FOX: Shevchenko vs. Pena,2017-01-28,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Yair Rodriguez,BJ Penn,Yair Rodriguez,1658.23665306666,1584.0218458054596,1693.7678983266146,1548.490600545505,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,5 Rnd (5-5-5-5-5),2,0:24,1,0,5.4,324.0
Joe Lauzon,Marcin Held,Joe Lauzon,1595.132578251559,1463.930314126832,1607.919620239889,1451.143272138502,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Court McGee,Ben Saunders,Ben Saunders,1553.4217965492637,1580.7928418087838,1511.9595897281085,1622.255048629939,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
John Moraga,Sergio Pettis,Sergio Pettis,1564.425347150423,1605.844649363471,1524.7647216503578,1645.5052748635362,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Devin Powell,Drakkar Klose,Drakkar Klose,1500.0,1500.0,1455.0,1545.0,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Frankie Saenz,Augusto Mendes,Augusto Mendes,1516.2718374321105,1467.136267228602,1493.46207404943,1489.9460306112826,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Aleksei Oleinik,Viktor Pesta,Aleksei Oleinik,1567.0299301085035,1417.77742124749,1590.8310113933585,1393.9763399626352,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3 Rnd (5-5-5),1,2:57,1,0,2.95,177.0
Anthony Rocco Martin,Alex White,Anthony Rocco Martin,1484.4047392491211,1489.7619486731958,1530.0985522332803,1444.0681356890366,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Jocelyn Jones-Lybarger,Nina Nunes,Nina Nunes,1423.6120231668,1410.736600969216,1382.1303636121204,1452.2182605238957,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3 Rnd (5-5-5),3,3:39,0,1,13.65,819.0
Walt Harris,Chase Sherman,Walt Harris,1424.707044407765,1455.0,1473.6206881742164,1406.0863562335485,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3 Rnd (5-5-5),2,2:41,1,0,7.683333333333334,461.0
Bojan Mihajlovic,Joachim Christensen,Joachim Christensen,1463.5444066298674,1465.7658478236908,1418.832124686653,1510.478129766905,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3 Rnd (5-5-5),3,2:05,0,1,12.083333333333334,725.0
Dmitrii Smoliakov,Cyril Asker,Cyril Asker,1454.8479607807662,1450.0289822463376,1409.2238447201737,1495.6530983069301,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,3 Rnd (5-5-5),1,2:41,0,1,2.683333333333333,161.0
Amanda Nunes,Ronda Rousey,Amanda Nunes,1675.06219188101,1659.9312630441939,1718.1036657951222,1616.8897891300817,UFC 207: Nunes vs. Rousey,2016-12-30,5 Rnd (5-5-5-5-5),1,0:48,1,0,0.8,48.0
Dong Hyun Kim,Tarec Saffiedine,Dong Hyun Kim,1731.0596177831305,1556.6578322081355,1741.7863373945318,1545.9311125967342,UFC 207: Nunes vs. Rousey,2016-12-30,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Dominick Cruz,Cody Garbrandt,Cody Garbrandt,1726.0145801343972,1710.3254316452935,1678.9838952721468,1757.356116507544,UFC 207: Nunes vs. Rousey,2016-12-30,5 Rnd (5-5-5-5-5),5,5:00,0,1,25.0,1500.0
TJ Dillashaw,John Lineker,TJ Dillashaw,1787.205507099285,1756.952201841464,1828.2969600671443,1715.8607488736047,UFC 207: Nunes vs. Rousey,2016-12-30,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Louis Smolka,Ray Borg,Ray Borg,1625.6984247023295,1550.8125403987262,1571.146633959759,1605.3643311412968,UFC 207: Nunes vs. Rousey,2016-12-30,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Johny Hendricks,Neil Magny,Neil Magny,1720.3593764042146,1701.5442512667257,1672.9248131260392,1748.978814544901,UFC 207: Nunes vs. Rousey,2016-12-30,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Antonio Carlos Junior,Marvin Vettori,Antonio Carlos Junior,1524.413868605917,1533.7817874469051,1570.6269113602866,1487.5687446925356,UFC 207: Nunes vs. Rousey,2016-12-30,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Brandon Thatch,Niko Price,Niko Price,1484.7973902027877,1500.0,1446.5465391482849,1538.2508510545028,UFC 207: Nunes vs. Rousey,2016-12-30,3 Rnd (5-5-5),1,4:30,0,1,4.5,270.0
Mike Pyle,Alex Garcia,Alex Garcia,1551.1388588046602,1532.4296575292067,1503.717974898008,1579.850541435859,UFC 207: Nunes vs. Rousey,2016-12-30,3 Rnd (5-5-5),1,3:34,0,1,3.566666666666667,214.0
Josh Emmett,Scott Holtzman,Josh Emmett,1521.9206415151098,1520.4063348797865,1566.7245091385514,1475.6024672563449,UFC on FOX: VanZant vs. Waterson,2016-12-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Paige VanZant,Michelle Waterson,Michelle Waterson,1608.209121200932,1534.8479607807662,1559.8864270853924,1583.170654896306,UFC on FOX: VanZant vs. Waterson,2016-12-17,5 Rnd (5-5-5-5-5),1,3:21,0,1,3.35,201.0
Sage Northcutt,Mickey Gall,Mickey Gall,1570.1700772140198,1575.4150692990165,1530.7738833753076,1614.8112631377287,UFC on FOX: VanZant vs. Waterson,2016-12-17,3 Rnd (5-5-5),2,1:40,0,1,6.666666666666667,400.0
Urijah Faber,Brad Pickett,Urijah Faber,1602.5150707573548,1448.0245097773382,1628.7276022167907,1421.8119783179022,UFC on FOX: VanZant vs. Waterson,2016-12-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Alan Jouban,Mike Perry,Alan Jouban,1620.618723893188,1599.305195517812,1662.8616445790942,1557.0622748319058,UFC on FOX: VanZant vs. Waterson,2016-12-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Cole Miller,Mizuto Hirota,Mizuto Hirota,1481.675562960854,1424.6873967890435,1429.3599221134612,1477.0030376364364,UFC on FOX: VanZant vs. Waterson,2016-12-17,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Henrique da Silva,Paul Craig,Paul Craig,1584.6669263127844,1500.0,1535.1077658147321,1549.5591604980523,UFC on FOX: VanZant vs. Waterson,2016-12-17,3 Rnd (5-5-5),2,1:59,0,1,6.983333333333333,419.0
James Moontasri,Alex Morono,Alex Morono,1496.437322074394,1524.0675687153787,1455.0084776611604,1565.4964131286122,UFC on FOX: VanZant vs. Waterson,2016-12-17,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Leslie Smith,Irene Aldana,Leslie Smith,1472.6114013834551,1500.0,1521.1514540193446,1451.4599473641106,UFC on FOX: VanZant vs. Waterson,2016-12-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Eddie Wineland,Takeya Mizugaki,Eddie Wineland,1512.7049301761149,1556.2547497556081,1563.3161640586725,1505.6435158730505,UFC on FOX: VanZant vs. Waterson,2016-12-17,3 Rnd (5-5-5),1,3:04,1,0,3.066666666666667,184.0
Hector Sandoval,Fredy Serrano,Hector Sandoval,1470.9057996577797,1558.6023083648952,1527.0290593193797,1502.4790487032951,UFC on FOX: VanZant vs. Waterson,2016-12-17,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Bojan Velickovic,Sultan Aliev,Sultan Aliev,1572.8292166130052,1462.444327334156,1546.6804612307255,1488.5930827164357,UFC on FOX: VanZant vs. Waterson,2016-12-17,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Bryan Barberena,Colby Covington,Colby Covington,1612.5628579074096,1648.2591234758922,1572.1700532143527,1688.651928168949,UFC on FOX: VanZant vs. Waterson,2016-12-17,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Valerie Letourneau,Viviane Pereira,Viviane Pereira,1513.4042380317317,1500.0,1492.6330106725984,1520.7712273591333,UFC 206: Holloway vs. Pettis,2016-12-10,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Mitch Gagnon,Matthew Lopez,Matthew Lopez,1587.4205655056617,1472.2977409857185,1528.0325624312989,1531.6857440600813,UFC 206: Holloway vs. Pettis,2016-12-10,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Max Holloway,Anthony Pettis,Max Holloway,1833.71889657209,1657.7129629348174,1857.691262631815,1633.7405968750923,UFC 206: Holloway vs. Pettis,2016-12-10,5 Rnd (5-5-5-5-5),3,4:50,1,0,14.833333333333334,890.0
Donald Cerrone,Matt Brown,Donald Cerrone,1895.429861668512,1621.3824549015403,1910.8327890544806,1605.9795275155718,UFC 206: Holloway vs. Pettis,2016-12-10,3 Rnd (5-5-5),3,0:34,1,0,10.566666666666666,634.0
Cub Swanson,Dooho Choi,Cub Swanson,1730.3713015493045,1636.1722775193844,1763.4610249234956,1603.0825541451932,UFC 206: Holloway vs. Pettis,2016-12-10,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Tim Kennedy,Kelvin Gastelum,Kelvin Gastelum,1619.858800972568,1729.3146493953466,1588.5844547690056,1760.588995598909,UFC 206: Holloway vs. Pettis,2016-12-10,3 Rnd (5-5-5),3,2:45,0,1,12.75,765.0
Jordan Mein,Emil Meek,Emil Meek,1565.234261755065,1500.0,1511.8830006674161,1553.351261087649,UFC 206: Holloway vs. Pettis,2016-12-10,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Nikita Krylov,Misha Cirkunov,Misha Cirkunov,1675.1609550055225,1610.8136247651978,1627.8362532401393,1658.138326530581,UFC 206: Holloway vs. Pettis,2016-12-10,3 Rnd (5-5-5),1,4:38,0,1,4.633333333333334,278.0
Olivier Aubin-Mercier,Drew Dober,Olivier Aubin-Mercier,1573.3168291914726,1530.3923607829818,1608.3999583475022,1495.3092316269522,UFC 206: Holloway vs. Pettis,2016-12-10,3 Rnd (5-5-5),2,2:57,1,0,7.95,477.0
John Makdessi,Lando Vannata,Lando Vannata,1582.3881653057165,1486.8868462761372,1525.3211869744316,1543.9538246074221,UFC 206: Holloway vs. Pettis,2016-12-10,3 Rnd (5-5-5),1,1:40,0,1,1.6666666666666667,100.0
Jason Saggo,Rustam Khabilov,Rustam Khabilov,1581.6320705366647,1699.1568988610493,1551.2987572140053,1729.4902121837088,UFC 206: Holloway vs. Pettis,2016-12-10,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Zach Makovsky,Dustin Ortiz,Dustin Ortiz,1515.3277160918144,1489.928959889944,1493.8682450940635,1511.388430887695,UFC 206: Holloway vs. Pettis,2016-12-10,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Joseph Gigliotti,Gerald Meerschaert,Gerald Meerschaert,1459.2376881391433,1500.0,1423.909208228691,1535.3284799104522,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,3 Rnd (5-5-5),1,4:12,0,1,4.2,252.0
Derrick Lewis,Shamil Abdurakhimov,Derrick Lewis,1657.6586628886557,1524.0053288815884,1686.1540407229738,1495.5099510472703,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,5 Rnd (5-5-5-5-5),4,3:42,1,0,18.7,1122.0
Francis Ngannou,Anthony Hamilton,Francis Ngannou,1603.2355688581115,1508.2282779278394,1632.5621732146408,1478.90167357131,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,3 Rnd (5-5-5),1,1:57,1,0,1.95,117.0
Corey Anderson,Sean O'Connell,Corey Anderson,1632.5314740638742,1449.2472813393492,1655.774241740202,1426.0045136630215,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,3 Rnd (5-5-5),2,2:36,1,0,7.6,456.0
Gian Villante,Saparbeg Safarov,Gian Villante,1509.8189444483085,1500.0,1553.547529196069,1456.2714152522394,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,3 Rnd (5-5-5),2,2:54,1,0,7.9,474.0
Andrew Sanchez,Trevor Smith,Andrew Sanchez,1545.0,1573.5778502414946,1593.6930899397914,1524.8847603017032,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Justine Kish,Ashley Yoder,Justine Kish,1538.4673549091463,1500.0,1578.505306419541,1459.9620484896052,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Tiago dos Santos e Silva,Shane Burgos,Shane Burgos,1510.5618443724707,1500.0,1464.19429118097,1546.3675531915007,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Frankie Perez,Marc Diakiese,Marc Diakiese,1506.283940013442,1535.7733808809503,1465.0942787999684,1576.9630420944238,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Keith Berish,Ryan Janes,Ryan Janes,1505.0,1500.0,1459.3524426461854,1545.6475573538146,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Juliana Lima,JJ Aldrich,Juliana Lima,1498.3838803222004,1500.0,1543.5931992981905,1454.79068102401,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Randy Brown,Brian Camozzi,Randy Brown,1543.2422894532453,1500.0,1582.670271993786,1460.5720174594594,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,3 Rnd (5-5-5),2,1:25,1,0,6.416666666666667,385.0
Joseph Benavidez,Henry Cejudo,Joseph Benavidez,1782.5490432864544,1623.8455152067818,1793.999829991259,1612.3947285019772,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Demetrious Johnson,Tim Elliott,Demetrious Johnson,1850.7259975574805,1439.7156914366988,1858.448455372104,1431.9932336220752,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,5 Rnd (5-5-5-5-5),5,5:00,1,0,25.0,1500.0
Jake Ellenberger,Jorge Masvidal,Jorge Masvidal,1600.1643117834851,1661.589956770851,1563.038317112324,1698.715951442012,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,3 Rnd (5-5-5),1,4:05,0,1,4.083333333333333,245.0
Ion Cutelaba,Jared Cannonier,Jared Cannonier,1516.9681826122844,1511.4335591018164,1471.2513965279516,1557.1503451861493,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Sara McMann,Alexis Davis,Sara McMann,1508.221771710933,1595.4690424659586,1558.0605378065986,1545.630276370293,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,3 Rnd (5-5-5),2,2:52,1,0,7.866666666666666,472.0
Brandon Moreno,Ryan Benoit,Brandon Moreno,1559.508963939874,1507.689173941538,1576.5479013460929,1490.6502365353192,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Josh Stansbury,Devin Clark,Devin Clark,1525.0,1450.501552749431,1470.496140676022,1505.0054120734092,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Rob Font,Matt Schnell,Rob Font,1553.9315236446623,1500.0,1592.0018593243403,1461.929664320322,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,3 Rnd (5-5-5),1,3:47,1,0,3.783333333333333,227.0
Dong Hyun Ma,Brendan O'Reilly,Dong Hyun Ma,1416.9815095839533,1462.6627637636434,1467.8643041934665,1411.7799691541302,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Kailin Curran,Jamie Moyle,Jamie Moyle,1424.1740244319208,1500.0,1388.8420231934304,1535.3320012384904,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Elvis Mutapcic,Anthony Smith,Anthony Smith,1484.13162363283,1470.0994624767168,1437.3151598952252,1516.9159262143216,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,3 Rnd (5-5-5),2,3:27,0,1,8.45,507.0
Gray Maynard,Ryan Hall,Ryan Hall,1575.4551814607992,1545.0,1526.5206859077084,1593.9344955530908,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Richard Walsh,Jonathan Meunier,Jonathan Meunier,1476.7746548787566,1469.9078346016713,1430.8853772799696,1515.7971122004583,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Yusuke Kasuya,Alexander Volkanovski,Alexander Volkanovski,1460.7724432149319,1500.0,1420.831732554945,1539.940710659987,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,3 Rnd (5-5-5),2,2:06,0,1,7.1,426.0
Khalil Rountree Jr.,Tyson Pedro,Tyson Pedro,1455.0,1500.0,1420.1520392192338,1534.8479607807662,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,3 Rnd (5-5-5),1,4:07,0,1,4.116666666666666,247.0
Jake Matthews,Andrew Holbrook,Andrew Holbrook,1560.920989360973,1476.788338860835,1536.170418667985,1501.538909553823,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Robert Whittaker,Derek Brunson,Robert Whittaker,1741.0660999159363,1735.5050859687708,1785.3458966027636,1691.2252892819436,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,5 Rnd (5-5-5-5-5),1,4:07,1,0,4.116666666666666,247.0
Seo Hee Ham,Danielle Taylor,Danielle Taylor,1454.4247614663723,1482.6570055032478,1436.04637246981,1501.03539449981,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Kyle Noke,Omari Akhmedov,Omari Akhmedov,1494.1587725195463,1501.5721524381245,1450.1188108442775,1545.6121141133933,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Damien Brown,Jon Tuck,Damien Brown,1505.8792757994443,1511.5474559087631,1526.2055335302484,1491.221198177959,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Marlon Vera,Guangyou Ning,Marlon Vera,1445.7324780887081,1569.5513123950154,1506.1234142572102,1509.1603762265133,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Daniel Kelly,Chris Camozzi,Daniel Kelly,1612.444873763147,1556.8778897866175,1650.3085584377159,1519.0142051120486,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Yao Zhikui,Jenel Lausa,Jenel Lausa,1461.6615940182867,1500.0,1421.6071433886252,1540.0544506296615,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Ben Nguyen,Geane Herrera,Ben Nguyen,1539.9080018840355,1473.6991804421743,1576.4349265177677,1437.172255808442,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Dan Hooker,Jason Knight,Jason Knight,1535.4351270044567,1484.805760251467,1483.9236165507514,1536.3172707051724,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Johnny Eduardo,Manvel Gamburyan,Johnny Eduardo,1511.1168519770779,1513.940896481173,1556.4826153281783,1468.5751331300726,UFC Fight Night: Bader vs. Nogueira,2016-11-19,3 Rnd (5-5-5),2,0:46,1,0,5.766666666666667,346.0
Marcos Rogerio de Lima,Gadzhimurad Antigulov,Gadzhimurad Antigulov,1570.170975434604,1500.0,1522.2003271751535,1547.9706482594506,UFC Fight Night: Bader vs. Nogueira,2016-11-19,3 Rnd (5-5-5),1,1:07,0,1,1.1166666666666667,67.0
Cezar Ferreira,Jack Hermansson,Cezar Ferreira,1588.5227304689931,1548.2337774871435,1623.904973040985,1512.8515349151517,UFC Fight Night: Bader vs. Nogueira,2016-11-19,3 Rnd (5-5-5),2,2:11,1,0,7.183333333333334,431.0
Zak Cummings,Alexander Yakovlev,Zak Cummings,1570.9706368624945,1519.541987499278,1605.0925636452428,1485.4200607165299,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,3 Rnd (5-5-5),2,4:02,1,0,9.033333333333333,542.0
Claudia Gadelha,Cortney Casey,Claudia Gadelha,1535.9967494076507,1508.256129433684,1577.4113886115656,1466.841490229769,UFC Fight Night: Bader vs. Nogueira,2016-11-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Thales Leites,Krzysztof Jotko,Krzysztof Jotko,1700.0652036827696,1637.677347130726,1647.0704468488289,1690.6721039646668,UFC Fight Night: Bader vs. Nogueira,2016-11-19,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Luis Henrique,Christian Colombo,Luis Henrique,1500.1520392192338,1523.2146709737017,1542.8033298836456,1480.5633803092899,UFC Fight Night: Bader vs. Nogueira,2016-11-19,3 Rnd (5-5-5),3,2:12,1,0,12.2,732.0
Thomas Almeida,Albert Morales,Thomas Almeida,1599.313595989125,1529.876379492909,1635.4379181174274,1493.7520573646066,UFC Fight Night: Bader vs. Nogueira,2016-11-19,3 Rnd (5-5-5),2,1:37,1,0,6.616666666666666,397.0
Ryan Bader,Rogerio Nogueira,Ryan Bader,1782.3864501194225,1601.7570552184143,1805.8936593897783,1578.2498459480585,UFC Fight Night: Bader vs. Nogueira,2016-11-19,5 Rnd (5-5-5-5-5),3,3:51,1,0,13.85,831.0
Warlley Alves,Kamaru Usman,Kamaru Usman,1608.701885523828,1629.9543993465115,1566.4510917883745,1672.205193081965,UFC Fight Night: Bader vs. Nogueira,2016-11-19,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Pedro Munhoz,Justin Scoggins,Pedro Munhoz,1534.952491437846,1599.6155676014732,1582.312319997848,1552.2557390414713,UFC Fight Night: Bader vs. Nogueira,2016-11-19,3 Rnd (5-5-5),2,1:55,1,0,6.916666666666667,415.0
Sergio Moraes,Zak Ottow,Sergio Moraes,1604.7068460911812,1516.978336625793,1619.7614456106123,1501.9237371063618,UFC Fight Night: Bader vs. Nogueira,2016-11-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Ross Pearson,Stevie Ray,Stevie Ray,1499.5170678745096,1565.5105093353723,1483.2709190455478,1581.756658164334,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Timothy Johnson,Alexander Volkov,Alexander Volkov,1552.0671329870843,1500.0,1529.0921457539926,1522.9749872330917,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Justin Ledet,Mark Godbeer,Justin Ledet,1545.0,1500.0,1579.8479607807662,1465.1520392192338,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,3 Rnd (5-5-5),1,2:16,1,0,2.2666666666666666,136.0
Charlie Ward,Abdul Razak Alhassan,Abdul Razak Alhassan,1500.0,1500.0,1455.0,1545.0,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,3 Rnd (5-5-5),1,0:53,0,1,0.8833333333333333,53.0
Brett Johns,Kwan Ho Kwak,Brett Johns,1500.0,1500.0,1545.0,1455.0,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Artem Lobov,Teruto Ishihara,Artem Lobov,1465.0645929158247,1593.6413741724884,1525.9971217860027,1532.7088453023105,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Gegard Mousasi,Uriah Hall,Gegard Mousasi,1753.6100619617112,1563.5170624898385,1776.183531463868,1540.9435929876818,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,5 Rnd (5-5-5-5-5),1,4:37,1,0,4.616666666666666,277.0
Marion Reneau,Milana Dudieva,Marion Reneau,1504.9838651463504,1477.2305579369854,1546.3968715305468,1435.817551552789,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,3 Rnd (5-5-5),3,3:03,1,0,13.05,783.0
Anna Elmose,Amanda Cooper,Amanda Cooper,1457.6514020875873,1460.0,1412.9555888223488,1504.6958132652385,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,3 Rnd (5-5-5),3,5:00,0,1,15.0,900.0
Kevin Lee,Magomed Mustafaev,Kevin Lee,1643.2511039235133,1576.5246937394822,1675.66202058046,1544.1137770825355,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,3 Rnd (5-5-5),2,4:31,1,0,9.516666666666667,571.0
Kyoji Horiguchi,Ali Bagautinov,Kyoji Horiguchi,1668.9022375515128,1611.5424857916125,1706.5397489189377,1573.9049744241877,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,3 Rnd (5-5-5),3,5:00,1,0,15.0,900.0
Magnus Cedenblad,Jack Marshman,Jack Marshman,1619.4635128771079,1500.0,1559.5728104807868,1559.890702396321,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,3 Rnd (5-5-5),2,3:40,0,1,8.666666666666666,520.0
Khabib Nurmagomedov,Michael Johnson,Khabib Nurmagomedov,1766.938533377592,1708.4315578942726,1800.2656254574465,1675.104465814418,UFC 205: Alvarez vs McGregor,2016-11-12,3 Rnd (5-5-5),3,2:31,1,0,12.516666666666667,751.0
Chris Weidman,Yoel Romero,Yoel Romero,1857.5540070124462,1796.0691996858077,1804.6725737863167,1848.9506329119372,UFC 205: Alvarez vs McGregor,2016-11-12,3 Rnd (5-5-5),3,0:24,0,1,10.4,624.0
